name,position,overall rating,club,country,defending rating,def_awareness_rating,interceptions,url,comp
Mustafa Burak Bozan,GK,55,Gaziantep,Türkiye,9,5,10,https://www.futbin.com/22/player/11695/mustafa-burak-bozan,FIFA Men's World Cup
Muzaffer Cem Kablan,GK,55,Karagümrük SK,Türkiye,11,7,10,https://www.futbin.com/22/player/13403/muzaffer-cem-kablan,FIFA Men's World Cup
Erdem Canpolat,GK,55,Kasimpaşa,Germany,10,8,7,https://www.futbin.com/22/player/20309/erdem-canpolat,FIFA Men's World Cup
Eren Bilen,GK,54,Göztepe,Türkiye,10,6,9,https://www.futbin.com/22/player/18391/eren-bilen,FIFA Men's World Cup
Ahmet Said Kıvanç,GK,52,Başakşehir,Türkiye,10,5,8,https://www.futbin.com/22/player/19756/ahmet-said-kvanc,FIFA Men's World Cup
Marlos Romero Bonfim,CAM,81,Shakhtar Donetsk,Ukraine,47,45,51,https://www.futbin.com/22/player/2028/marlos-romero-bonfim,FIFA Men's World Cup
Ismaily Gonçalves dos S.,LB,80,Shakhtar Donetsk,Brazil,75,77,79,https://www.futbin.com/22/player/3195/ismaily,FIFA Men's World Cup
Viktor Tsygankov,RM,80,Dynamo Kyiv,Ukraine,45,62,39,https://www.futbin.com/22/player/10566/viktor-tsygankov,FIFA Men's World Cup
Taras Stepanenko,CDM,79,Shakhtar Donetsk,Ukraine,79,79,82,https://www.futbin.com/22/player/3903/taras-stepanenko,FIFA Men's World Cup
David Neres Campos,RW,79,Shakhtar Donetsk,Brazil,37,42,35,https://www.futbin.com/22/player/24037/david-neres-campos,FIFA Men's World Cup
Aluísio Chaves Rib. Moraes Júnior,ST,78,Shakhtar Donetsk,Ukraine,27,22,41,https://www.futbin.com/22/player/10274/junior-moraes,FIFA Men's World Cup
Benjamin Verbič,LM,77,Dynamo Kyiv,Slovenia,45,54,36,https://www.futbin.com/22/player/6638/benjamin-verbic,FIFA Men's World Cup
Vitaliy Buyalskyi,CM,76,Dynamo Kyiv,Ukraine,70,69,76,https://www.futbin.com/22/player/10567/vitaliy-buyalskyi,FIFA Men's World Cup
Mykola Shaparenko,CM,76,Dynamo Kyiv,Ukraine,64,65,68,https://www.futbin.com/22/player/10568/mykola-shaparenko,FIFA Men's World Cup
Vitaliy Mykolenko,LB,76,Dynamo Kyiv,Ukraine,73,76,72,https://www.futbin.com/22/player/10571/vitaliy-mykolenko,FIFA Men's World Cup
Manor Solomon,RM,76,Shakhtar Donetsk,Israel,37,39,21,https://www.futbin.com/22/player/11143/manor-solomon,FIFA Men's World Cup
Mateus Tetê,RM,76,Shakhtar Donetsk,Brazil,39,42,41,https://www.futbin.com/22/player/11369/mateus-tete,FIFA Men's World Cup
Andriy Pyatov,GK,75,Shakhtar Donetsk,Ukraine,13,12,23,https://www.futbin.com/22/player/1141/andriy-pyatov,FIFA Men's World Cup
Tomasz Kędziora,RB,75,Dynamo Kyiv,Poland,73,74,67,https://www.futbin.com/22/player/4284/tomasz-kedziora,FIFA Men's World Cup
Serhiy Sydorchuk,CDM,75,Dynamo Kyiv,Ukraine,72,73,79,https://www.futbin.com/22/player/5675/serhiy-sydorchuk,FIFA Men's World Cup
Georgiy Bushchan,GK,75,Dynamo Kyiv,Ukraine,11,14,10,https://www.futbin.com/22/player/10574/georgiy-bushchan,FIFA Men's World Cup
Pedro Victor Delmino da Silva,RM,75,Shakhtar Donetsk,Brazil,34,34,26,https://www.futbin.com/22/player/12823/pedrinho,FIFA Men's World Cup
Yevhen Konoplyanka,LM,74,Shakhtar Donetsk,Ukraine,32,25,37,https://www.futbin.com/22/player/3121/yevhen-konoplyanka,FIFA Men's World Cup
Sergiy Kryvtsov,CB,74,Shakhtar Donetsk,Ukraine,74,72,73,https://www.futbin.com/22/player/3904/sergiy-kryvtsov,FIFA Men's World Cup
Carlos de Pena,LM,74,Dynamo Kyiv,Uruguay,29,25,26,https://www.futbin.com/22/player/7420/carlos-de-pena,FIFA Men's World Cup
Mykyta Burda,CB,74,Dynamo Kyiv,Ukraine,77,76,79,https://www.futbin.com/22/player/10573/mykyta-burda,FIFA Men's World Cup
Domilson Cordeiro dos Santos,RB,74,Shakhtar Donetsk,Brazil,75,77,76,https://www.futbin.com/22/player/22209/dodo,FIFA Men's World Cup
Denys Garmash,CAM,73,Dynamo Kyiv,Ukraine,69,65,78,https://www.futbin.com/22/player/3901/denys-garmash,FIFA Men's World Cup
Mykola Matvienko,CB,73,Shakhtar Donetsk,Ukraine,74,76,69,https://www.futbin.com/22/player/7208/mykola-matvienko,FIFA Men's World Cup
Denys Boyko,GK,73,Dynamo Kyiv,Ukraine,15,19,12,https://www.futbin.com/22/player/7658/denys-boyko,FIFA Men's World Cup
Domilson Cordeiro dos Santos,RB,73,Shakhtar Donetsk,Brazil,66,68,67,https://www.futbin.com/22/player/8124/dodo,FIFA Men's World Cup
Maycon de Andrade Barberan,CM,73,Shakhtar Donetsk,Brazil,65,68,64,https://www.futbin.com/22/player/8240/maycon,FIFA Men's World Cup
Oleksandr Karavaev,RM,73,Dynamo Kyiv,Ukraine,58,59,61,https://www.futbin.com/22/player/8768/oleksandr-karavaev,FIFA Men's World Cup
Bogdan Lednev,CAM,73,Dynamo Kyiv,Ukraine,53,54,40,https://www.futbin.com/22/player/10588/bogdan-lednev,FIFA Men's World Cup
Denys Popov,CB,73,Dynamo Kyiv,Ukraine,74,74,70,https://www.futbin.com/22/player/10768/denys-popov,FIFA Men's World Cup
Marcos Antonio Silva Santos,CM,73,Shakhtar Donetsk,Brazil,59,67,64,https://www.futbin.com/22/player/11312/marcos-antonio,FIFA Men's World Cup
Sidcley Ferreira Pereira,LM,73,Dynamo Kyiv,Brazil,73,68,77,https://www.futbin.com/22/player/26566/sidcley-ferreira-pereira,FIFA Men's World Cup
Marlon da Silva Barbosa,CB,72,Shakhtar Donetsk,Brazil,73,74,73,https://www.futbin.com/22/player/5166/marlon-da-silva-barbosa,FIFA Men's World Cup
Volodymyr Shepelev,CM,72,Dynamo Kyiv,Ukraine,66,68,70,https://www.futbin.com/22/player/10570/volodymyr-shepelev,FIFA Men's World Cup
Lassina Traoré,ST,72,Shakhtar Donetsk,Burkina Faso,29,22,32,https://www.futbin.com/22/player/11129/lassina-traore,FIFA Men's World Cup
Anatoliy Trubin,GK,72,Shakhtar Donetsk,Ukraine,10,9,9,https://www.futbin.com/22/player/11659/anatoliy-trubin,FIFA Men's World Cup
Oleksandr Tymchyk,RB,72,Dynamo Kyiv,Ukraine,69,72,74,https://www.futbin.com/22/player/13528/oleksandr-tymchyk,FIFA Men's World Cup
Illia Zabarnyi,CB,72,Dynamo Kyiv,Ukraine,74,75,74,https://www.futbin.com/22/player/13653/illia-zabarnyi,FIFA Men's World Cup
Gerson Rodrigues Gouveia,LM,72,Dynamo Kyiv,Luxembourg,44,38,44,https://www.futbin.com/22/player/26086/gerson-rodrigues-gouveia,FIFA Men's World Cup
Bruno Ferreira Bonfim,ST,71,Shakhtar Donetsk,Brazil,47,45,45,https://www.futbin.com/22/player/1959/bruno-ferreira-bonfim,FIFA Men's World Cup
Vladyslav Supriaha,ST,71,Dynamo Kyiv,Ukraine,19,12,16,https://www.futbin.com/22/player/10825/vladyslav-supriaha,FIFA Men's World Cup
Artem Besedin,ST,71,Dynamo Kyiv,Ukraine,41,38,40,https://www.futbin.com/22/player/18364/artem-besedin,FIFA Men's World Cup
Viktor Korniienko,LB,71,Shakhtar Donetsk,Ukraine,65,62,61,https://www.futbin.com/22/player/20294/viktor-korniienko,FIFA Men's World Cup
Olarenwaju Kayode,ST,71,Shakhtar Donetsk,Nigeria,36,32,24,https://www.futbin.com/22/player/26578/olarenwaju-kayode,FIFA Men's World Cup
Fernando Dos Santos Pedro,ST,70,Shakhtar Donetsk,Brazil,31,38,18,https://www.futbin.com/22/player/10575/fernando,FIFA Men's World Cup
Oleksiy Shevchenko,GK,70,Shakhtar Donetsk,Ukraine,14,11,13,https://www.futbin.com/22/player/10623/oleksiy-shevchenko,FIFA Men's World Cup
Valeriy Bondar,CB,70,Shakhtar Donetsk,Ukraine,71,73,67,https://www.futbin.com/22/player/11610/valeriy-bondar,FIFA Men's World Cup
Marcos Robson Cipriano,LB,70,Shakhtar Donetsk,Brazil,63,64,63,https://www.futbin.com/22/player/26582/marcos-robson-cipriano,FIFA Men's World Cup
Artem Shabanov,CB,69,Dynamo Kyiv,Ukraine,70,69,70,https://www.futbin.com/22/player/10572/artem-shabanov,FIFA Men's World Cup
Vitor Eduardo Da Silva,CB,69,Shakhtar Donetsk,Brazil,71,72,68,https://www.futbin.com/22/player/12341/vitor-eduardo-da-silva,FIFA Men's World Cup
Oleksandr Syrota,CB,69,Dynamo Kyiv,Ukraine,71,72,69,https://www.futbin.com/22/player/13241/oleksandr-syrota,FIFA Men's World Cup
Mikkel Duelund,CAM,69,Dynamo Kyiv,Denmark,42,35,45,https://www.futbin.com/22/player/26572/mikkel-duelund,FIFA Men's World Cup
Ilya Shkurin,ST,68,Dynamo Kyiv,Belarus,34,35,21,https://www.futbin.com/22/player/12704/ilya-shkurin,FIFA Men's World Cup
Oleksandr Andrievskyi,CDM,67,Dynamo Kyiv,Ukraine,64,66,65,https://www.futbin.com/22/player/10569/oleksandr-andrievskyi,FIFA Men's World Cup
Vladyslav Kulach,ST,66,Dynamo Kyiv,Ukraine,21,16,17,https://www.futbin.com/22/player/19587/vladyslav-kulach,FIFA Men's World Cup
Eric Ramírez,ST,66,Dynamo Kyiv,Venezuela,22,20,20,https://www.futbin.com/22/player/20331/eric-ramirez,FIFA Men's World Cup
Danylo Sikan,ST,65,Shakhtar Donetsk,Ukraine,20,14,16,https://www.futbin.com/22/player/18448/danylo-sikan,FIFA Men's World Cup
Yukhym Konoplia,RB,65,Shakhtar Donetsk,Ukraine,58,56,52,https://www.futbin.com/22/player/21406/yukhym-konoplia,FIFA Men's World Cup
Ruslan Neshcheret,GK,64,Dynamo Kyiv,Ukraine,11,8,11,https://www.futbin.com/22/player/12186/ruslan-neshcheret,FIFA Men's World Cup
Mykhailo Mudryk,LM,64,Shakhtar Donetsk,Ukraine,32,31,28,https://www.futbin.com/22/player/19769/mykhailo-mudryk,FIFA Men's World Cup
Heorhii Sudakov,CAM,62,Shakhtar Donetsk,Ukraine,39,36,35,https://www.futbin.com/22/player/20395/heorhii-sudakov,FIFA Men's World Cup
Artem Bondarenko,CAM,60,Shakhtar Donetsk,Ukraine,35,34,25,https://www.futbin.com/22/player/19995/artem-bondarenko,FIFA Men's World Cup
Denys Antyukh,LM,60,Dynamo Kyiv,Ukraine,26,29,20,https://www.futbin.com/22/player/21225/denys-antyukh,FIFA Men's World Cup
Artem Bondarenko,CAM,60,Shakhtar Donetsk,Ukraine,35,34,25,https://www.futbin.com/22/player/21882/artem-bondarenko,FIFA Men's World Cup
Andriy Yarmolenko,RM,76,Al Ain FC,Ukraine,42,37,54,https://www.futbin.com/22/player/27140/andriy-yarmolenko,FIFA Men's World Cup
Cristian Guanca,CAM,74,Al Ain FC,Argentina,40,38,41,https://www.futbin.com/22/player/6876/cristian-guanca,FIFA Men's World Cup
Kodjo Fo-Doh Laba,ST,74,Al Ain FC,Togo,25,21,19,https://www.futbin.com/22/player/11825/kodjo-fo-doh-laba,FIFA Men's World Cup
Caio Canedo Corrêa,LM,72,Al Ain FC,United Arab Emirates,29,24,25,https://www.futbin.com/22/player/2794/caio-canedo-correa,FIFA Men's World Cup
Khalid Eissa,GK,70,Al Ain FC,United Arab Emirates,12,12,13,https://www.futbin.com/22/player/11232/khalid-eissa,FIFA Men's World Cup
Bandar Al Ahbabi,RB,70,Al Ain FC,United Arab Emirates,60,58,64,https://www.futbin.com/22/player/11378/bandar-al-ahbabi,FIFA Men's World Cup
Yassine Meriah,CB,69,Al Ain FC,Tunisia,70,69,70,https://www.futbin.com/22/player/9866/yassine-meriah,FIFA Men's World Cup
Yahia Nader,CDM,68,Al Ain FC,United Arab Emirates,66,67,67,https://www.futbin.com/22/player/11224/yahia-nader,FIFA Men's World Cup
Ahmed Barman,CDM,66,Al Ain FC,United Arab Emirates,64,64,65,https://www.futbin.com/22/player/11385/ahmed-barman,FIFA Men's World Cup
Jamal Maroof,RM,65,Al Ain FC,United Arab Emirates,39,41,28,https://www.futbin.com/22/player/11225/jamal-maroof,FIFA Men's World Cup
Ismail Ahmed,CB,65,Al Ain FC,United Arab Emirates,64,66,59,https://www.futbin.com/22/player/11230/ismail-ahmed,FIFA Men's World Cup
Mohammed Abdulrahman,CAM,65,Al Ain FC,United Arab Emirates,53,49,56,https://www.futbin.com/22/player/11231/mohammed-abdulrahman,FIFA Men's World Cup
Erik Jorgens de Menezes,LB,65,Al Ain FC,Brazil,58,59,58,https://www.futbin.com/22/player/13252/erik-jorgens-de-menezes,FIFA Men's World Cup
Saeed Juma,RB,64,Al Ain FC,United Arab Emirates,59,56,62,https://www.futbin.com/22/player/11226/saeed-juma,FIFA Men's World Cup
Rayan Yaslam,RM,64,Al Ain FC,United Arab Emirates,30,25,21,https://www.futbin.com/22/player/11229/rayan-yaslam,FIFA Men's World Cup
Mohammed Shaker,CB,64,Al Ain FC,United Arab Emirates,64,65,60,https://www.futbin.com/22/player/11826/mohammed-shaker,FIFA Men's World Cup
Sultan Al Shamsi,LM,64,Al Ain FC,United Arab Emirates,29,33,27,https://www.futbin.com/22/player/21173/sultan-al-shamsi,FIFA Men's World Cup
Rafael António Pereira,CB,63,Al Ain FC,Brazil,62,64,58,https://www.futbin.com/22/player/13003/rafael-antonio-pereira,FIFA Men's World Cup
Salem Abdullah,LB,62,Al Ain FC,United Arab Emirates,57,56,57,https://www.futbin.com/22/player/12103/salem-abdullah,FIFA Men's World Cup
Kouame Autonne,CB,62,Al Ain FC,Côte d'Ivoire,61,57,66,https://www.futbin.com/22/player/21172/kouame-autonne,FIFA Men's World Cup
Mohammed Ahmed,RB,61,Al Ain FC,United Arab Emirates,61,60,62,https://www.futbin.com/22/player/11379/mohammed-ahmed,FIFA Men's World Cup
Omar Yaisien,CAM,61,Al Ain FC,Egypt,32,40,29,https://www.futbin.com/22/player/12286/omar-yaisien,FIFA Men's World Cup
Sultan Al Manthari,GK,61,Al Ain FC,United Arab Emirates,10,6,9,https://www.futbin.com/22/player/21249/sultan-al-manthari,FIFA Men's World Cup
Sultan Al Manthari,GK,61,Al Ain FC,United Arab Emirates,10,6,9,https://www.futbin.com/22/player/24624/sultan-al-manthari,FIFA Men's World Cup
Mohammed Khalfan,LM,60,Al Ain FC,United Arab Emirates,40,38,35,https://www.futbin.com/22/player/11227/mohammed-khalfan,FIFA Men's World Cup
Mohammed Bu Sanda,GK,60,Al Ain FC,United Arab Emirates,10,8,6,https://www.futbin.com/22/player/11228/mohammed-bu-sanda,FIFA Men's World Cup
Mohammed Bu Sanda,GK,60,Al Ain FC,United Arab Emirates,10,8,6,https://www.futbin.com/22/player/23812/mohammed-bu-sanda,FIFA Men's World Cup
Mohammed Khalfan,LM,60,Al Ain FC,United Arab Emirates,40,38,35,https://www.futbin.com/22/player/25626/mohammed-khalfan,FIFA Men's World Cup
Ibrahim Al Kaabi,GK,59,Al Ain FC,United Arab Emirates,10,8,10,https://www.futbin.com/22/player/13351/ibrahim-al-kaabi,FIFA Men's World Cup
Mohsen Abdullah,CAM,58,Al Ain FC,United Arab Emirates,40,40,40,https://www.futbin.com/22/player/18532/mohsen-abdullah,FIFA Men's World Cup
Khaled Al Blooshi,CAM,57,Al Ain FC,United Arab Emirates,31,31,24,https://www.futbin.com/22/player/12179/khaled-al-blooshi,FIFA Men's World Cup
Andrija Radovanović,CM,56,Al Ain FC,Serbia,45,43,43,https://www.futbin.com/22/player/19919/andrija-radovanovic,FIFA Men's World Cup
Zlatko Junuzović,CM,76,RB Salzburg,Austria,67,68,73,https://www.futbin.com/22/player/1463/zlatko-junuzovic,FIFA Men's World Cup
Rasmus Kristensen,RB,75,RB Salzburg,Denmark,70,67,71,https://www.futbin.com/22/player/7971/rasmus-kristensen,FIFA Men's World Cup
Mergim Berisha,ST,75,RB Salzburg,Germany,32,29,32,https://www.futbin.com/22/player/21623/mergim-berisha,FIFA Men's World Cup
Andreas Ulmer,LB,74,RB Salzburg,Austria,70,70,72,https://www.futbin.com/22/player/1362/andreas-ulmer,FIFA Men's World Cup
Alexander Schlager,GK,74,LASK,Austria,19,24,13,https://www.futbin.com/22/player/5135/alexander-schlager,FIFA Men's World Cup
Maximilian Wöber,CB,74,RB Salzburg,Austria,73,70,70,https://www.futbin.com/22/player/7582/maximilian-wober,FIFA Men's World Cup
Michael Liendl,CAM,73,Wolfsberger AC,Austria,52,50,58,https://www.futbin.com/22/player/1115/michael-liendl,FIFA Men's World Cup
Jon Gorenc Stanković,CDM,73,SK Sturm Graz,Slovenia,75,77,76,https://www.futbin.com/22/player/6666/jon-gorenc-stankovic,FIFA Men's World Cup
Bernardo Fernandes,LB,73,RB Salzburg,Brazil,72,74,71,https://www.futbin.com/22/player/7828/bernardo-fernandes,FIFA Men's World Cup
Filip Stojković,RB,73,SK Rapid Wien,Montenegro,70,68,67,https://www.futbin.com/22/player/8333/filip-stojkovic,FIFA Men's World Cup
Maximilian Ullmann,LB,73,SK Rapid Wien,Austria,65,63,67,https://www.futbin.com/22/player/9197/maximilian-ullmann,FIFA Men's World Cup
Albert Vallci,RB,73,RB Salzburg,Austria,71,66,70,https://www.futbin.com/22/player/10388/albert-vallci,FIFA Men's World Cup
Ercan Kara,ST,73,SK Rapid Wien,Austria,28,22,17,https://www.futbin.com/22/player/12802/ercan-kara,FIFA Men's World Cup
Mohamed Camara,CDM,73,RB Salzburg,Mali,69,67,72,https://www.futbin.com/22/player/18435/mohamed-camara,FIFA Men's World Cup
Filip Stojkovic,RB,73,LASK,Montenegro,70,68,67,https://www.futbin.com/22/player/26893/filip-stojkovic,FIFA Men's World Cup
Reinhold Ranftl,RM,73,FK Austria Wien,Austria,64,66,67,https://www.futbin.com/22/player/27147/reinhold-ranftl,FIFA Men's World Cup
Jörg Siebenhandl,GK,72,SK Sturm Graz,Austria,22,22,22,https://www.futbin.com/22/player/2531/jorg-siebenhandl,FIFA Men's World Cup
Thorsten Schick,RM,72,SK Rapid Wien,Austria,65,65,66,https://www.futbin.com/22/player/2593/thorsten-schick,FIFA Men's World Cup
Taxiarchis Fountas,CAM,72,SK Rapid Wien,Greece,48,48,56,https://www.futbin.com/22/player/3909/taxiarchis-fountas,FIFA Men's World Cup
Richard Strebinger,GK,72,SK Rapid Wien,Austria,14,14,15,https://www.futbin.com/22/player/4265/richard-strebinger,FIFA Men's World Cup
Peter Michorl,CM,72,LASK,Austria,65,66,68,https://www.futbin.com/22/player/5835/peter-michorl,FIFA Men's World Cup
Thomas Goiginger,CF,72,LASK,Austria,35,34,37,https://www.futbin.com/22/player/6285/thomas-goiginger,FIFA Men's World Cup
Patrick Pentz,GK,72,FK Austria Wien,Austria,18,17,19,https://www.futbin.com/22/player/7012/patrick-pentz,FIFA Men's World Cup
Antoine Bernede,CDM,72,RB Salzburg,France,67,68,66,https://www.futbin.com/22/player/8262/antoine-bernede,FIFA Men's World Cup
Philipp Wiesinger,CB,72,LASK,Austria,73,72,74,https://www.futbin.com/22/player/9221/philipp-wiesinger,FIFA Men's World Cup
Otar Kiteishvili,CAM,72,SK Sturm Graz,Georgia,67,66,71,https://www.futbin.com/22/player/10749/otar-kiteishvili,FIFA Men's World Cup
Guido Burgstaller,ST,72,SK Rapid Wien,Austria,39,35,34,https://www.futbin.com/22/player/26907/guido-burgstaller,FIFA Men's World Cup
Noah Okafor,RM,71,RB Salzburg,Switzerland,32,40,20,https://www.futbin.com/22/player/1054/noah-okafor,FIFA Men's World Cup
Markus Suttner,LB,71,FK Austria Wien,Austria,68,70,68,https://www.futbin.com/22/player/1363/markus-suttner,FIFA Men's World Cup
James Holland,CM,71,LASK,Australia,68,68,72,https://www.futbin.com/22/player/1983/james-holland,FIFA Men's World Cup
Gregory Wüthrich,CB,71,SK Sturm Graz,Switzerland,71,73,70,https://www.futbin.com/22/player/5626/gregory-wuthrich,FIFA Men's World Cup
Jérôme Onguéné,CB,71,RB Salzburg,Cameroon,71,70,70,https://www.futbin.com/22/player/5712/jerome-onguene,FIFA Men's World Cup
Andreas Gruber,CF,71,LASK,Austria,34,23,24,https://www.futbin.com/22/player/6196/andreas-gruber,FIFA Men's World Cup
Karim Adeyemi,ST,71,RB Salzburg,Germany,24,18,23,https://www.futbin.com/22/player/11963/karim-adeyemi,FIFA Men's World Cup
Kamil Piątkowski,CB,71,RB Salzburg,Poland,69,67,68,https://www.futbin.com/22/player/12004/kamil-piatkowski,FIFA Men's World Cup
Patrick Farkas,RB,71,TSV Hartberg,Austria,64,64,63,https://www.futbin.com/22/player/23330/patrick-farkas,FIFA Men's World Cup
Gideon Mensah,LB,71,RB Salzburg,Ghana,65,60,64,https://www.futbin.com/22/player/26739/gideon-mensah,FIFA Men's World Cup
Andreas Gruber,CF,71,FK Austria Wien,Austria,34,23,24,https://www.futbin.com/22/player/27150/andreas-gruber,FIFA Men's World Cup
James Holland,CM,71,FK Austria Wien,Australia,68,68,72,https://www.futbin.com/22/player/27152/james-holland,FIFA Men's World Cup
Jakob Jantscher,ST,70,SK Sturm Graz,Austria,37,40,35,https://www.futbin.com/22/player/2022/jakob-jantscher,FIFA Men's World Cup
Stefan Hierländer,RM,70,SK Sturm Graz,Austria,65,65,64,https://www.futbin.com/22/player/2276/stefan-hierlander,FIFA Men's World Cup
Christoph Knasmüllner,CAM,70,SK Rapid Wien,Austria,42,33,52,https://www.futbin.com/22/player/3166/christoph-knasmullner,FIFA Men's World Cup
Husein Balic,LF,70,LASK,Austria,30,23,25,https://www.futbin.com/22/player/8345/husein-balic,FIFA Men's World Cup
Marko Raguž,ST,70,LASK,Austria,22,14,21,https://www.futbin.com/22/player/9375/marko-raguz,FIFA Men's World Cup
Nico Mantl,GK,70,RB Salzburg,Germany,12,7,18,https://www.futbin.com/22/player/9405/nico-mantl,FIFA Men's World Cup
Ivan Ljubić,CM,70,SK Sturm Graz,Austria,67,70,66,https://www.futbin.com/22/player/9455/ivan-ljubic,FIFA Men's World Cup
Manprit Sarkaria,LM,70,SK Sturm Graz,Austria,34,30,37,https://www.futbin.com/22/player/9814/manprit-sarkaria,FIFA Men's World Cup
Oumar Solet,CB,70,RB Salzburg,France,68,65,66,https://www.futbin.com/22/player/9999/oumar-solet,FIFA Men's World Cup
Nicolás Capaldo,CM,70,RB Salzburg,Argentina,68,70,66,https://www.futbin.com/22/player/11180/nicolas-capaldo,FIFA Men's World Cup
Brenden Aaronson,CAM,70,RB Salzburg,United States,50,57,51,https://www.futbin.com/22/player/11310/brenden-aaronson,FIFA Men's World Cup
Yusuf Demir,RW,70,SK Rapid Wien,Austria,19,15,19,https://www.futbin.com/22/player/23710/yusuf-demir,FIFA Men's World Cup
Fernando Dos Santos Pedro,ST,70,RB Salzburg,Brazil,31,38,18,https://www.futbin.com/22/player/26089/fernando,FIFA Men's World Cup
Lucas Gourna,CDM,70,RB Salzburg,France,67,66,67,https://www.futbin.com/22/player/26742/lucas-gourna,FIFA Men's World Cup
Marko Raguž,ST,70,FK Austria Wien,Austria,22,14,21,https://www.futbin.com/22/player/27155/marko-raguz,FIFA Men's World Cup
Thorsten Röcher,RM,69,Wolfsberger AC,Austria,23,30,18,https://www.futbin.com/22/player/3369/thorsten-rocher,FIFA Men's World Cup
Petar Filipović,CB,69,LASK,Croatia,69,68,70,https://www.futbin.com/22/player/3444/petar-filipovic,FIFA Men's World Cup
Kevin Wimmer,CB,69,SK Rapid Wien,Austria,70,70,71,https://www.futbin.com/22/player/4266/kevin-wimmer,FIFA Men's World Cup
Andreas Kuen,LM,69,SK Sturm Graz,Austria,59,58,58,https://www.futbin.com/22/player/4337/andreas-kuen,FIFA Men's World Cup
Maximilian Hofmann,CB,69,SK Rapid Wien,Austria,68,68,65,https://www.futbin.com/22/player/5111/maximilian-hofmann,FIFA Men's World Cup
Mario Leitgeb,CDM,69,Wolfsberger AC,Austria,69,70,67,https://www.futbin.com/22/player/5212/mario-leitgeb,FIFA Men's World Cup
Rene Renner,LM,69,LASK,Austria,62,59,63,https://www.futbin.com/22/player/6158/rene-renner,FIFA Men's World Cup
Srđan Grahovac,CDM,69,SK Rapid Wien,Bosnia and Herzegovina,67,68,67,https://www.futbin.com/22/player/6186/sran-grahovac,FIFA Men's World Cup
Rene Swete,GK,69,TSV Hartberg,Austria,19,25,22,https://www.futbin.com/22/player/7270/rene-swete,FIFA Men's World Cup
Dominik Baumgartner,CB,69,Wolfsberger AC,Austria,69,71,67,https://www.futbin.com/22/player/7271/dominik-baumgartner,FIFA Men's World Cup
Christoph Monschein,ST,69,LASK,Austria,22,28,10,https://www.futbin.com/22/player/7861/christoph-monschein,FIFA Men's World Cup
Lukas Mühl,CB,69,FK Austria Wien,Germany,68,64,71,https://www.futbin.com/22/player/8099/lukas-muhl,FIFA Men's World Cup
Dario Maresic,CB,69,LASK,Austria,73,75,73,https://www.futbin.com/22/player/8460/dario-maresic,FIFA Men's World Cup
Dejan Petrovič,CM,69,SK Rapid Wien,Slovenia,58,61,62,https://www.futbin.com/22/player/12894/dejan-petrovic,FIFA Men's World Cup
Dario Vizinger,ST,69,Wolfsberger AC,Croatia,28,25,27,https://www.futbin.com/22/player/20256/dario-vizinger,FIFA Men's World Cup
Christoph Monschein,ST,69,SCR Altach,Austria,22,28,10,https://www.futbin.com/22/player/24422/christoph-monschein,FIFA Men's World Cup
Strahinja Pavlovic,CB,69,RB Salzburg,Serbia,68,66,70,https://www.futbin.com/22/player/26747/strahinja-pavlovic,FIFA Men's World Cup
Michael Sollbauer,CB,69,SK Rapid Wien,Austria,69,67,68,https://www.futbin.com/22/player/26911/michael-sollbauer,FIFA Men's World Cup
Christoph Monschein,ST,69,SV Ried,Austria,22,28,10,https://www.futbin.com/22/player/27196/christoph-monschein,FIFA Men's World Cup
Alexander Walke,GK,68,RB Salzburg,Germany,19,21,22,https://www.futbin.com/22/player/1107/alexander-walke,FIFA Men's World Cup
Thanos Petsos,CDM,68,WSG Tirol,Greece,64,62,62,https://www.futbin.com/22/player/2890/thanos-petsos,FIFA Men's World Cup
Marvin Potzmann,LM,68,LASK,Austria,64,62,66,https://www.futbin.com/22/player/3022/marvin-potzmann,FIFA Men's World Cup
Dario Tadić,ST,68,TSV Hartberg,Austria,29,16,44,https://www.futbin.com/22/player/3262/dario-tadic,FIFA Men's World Cup
Georg Teigl,RM,68,FK Austria Wien,Austria,59,60,54,https://www.futbin.com/22/player/3481/georg-teigl,FIFA Men's World Cup
Andreas Leitner,GK,68,Admira Wacker,Austria,14,15,10,https://www.futbin.com/22/player/3703/andreas-leitner,FIFA Men's World Cup
Bror Blume,CM,68,WSG Tirol,Denmark,61,62,63,https://www.futbin.com/22/player/3709/bror-blume,FIFA Men's World Cup
Manuel Kuttin,GK,68,Wolfsberger AC,Austria,16,11,19,https://www.futbin.com/22/player/4342/manuel-kuttin,FIFA Men's World Cup
Sascha Horvath,RM,68,LASK,Austria,44,36,47,https://www.futbin.com/22/player/4798/sascha-horvath,FIFA Men's World Cup
Kelvin Arase,LM,68,SK Rapid Wien,Austria,31,31,34,https://www.futbin.com/22/player/8613/kelvin-arase,FIFA Men's World Cup
Sandro Ingolitsch,RB,68,SK Sturm Graz,Austria,65,66,65,https://www.futbin.com/22/player/9305/sandro-ingolitsch,FIFA Men's World Cup
Dominik Fitz,CAM,68,FK Austria Wien,Austria,33,22,22,https://www.futbin.com/22/player/10162/dominik-fitz,FIFA Men's World Cup
Amadou Dante,LB,68,SK Sturm Graz,Mali,63,65,63,https://www.futbin.com/22/player/12269/amadou-dante,FIFA Men's World Cup
